Species	Wet.area.cm2	Dry.area.cm2
Balsamorhiza sagittata	71.488	53.0233
Balsamorhiza sagittata	71.75	52.0106
Balsamorhiza sagittata	73.65	54.1482
Balsamorhiza sagittata	61.2	42.7968
Balsamorhiza sagittata	48.75	33.1359
Balsamorhiza sagittata	60.41	46.4835
Balsamorhiza sagittata	54.772	37.5518
Balsamorhiza sagittata	98.8	76.2198
Artemisia tridentata	2.42	1.5566
Artemisia tridentata	1.731	1.0406
Artemisia tridentata	1.711	1.1893
Artemisia tridentata	1.679	1.2349
Artemisia tridentata	1.246	0.8709
Artemisia tridentata	1.854	1.273
Artemisia tridentata	1.678	1.1444
Artemisia tridentata	2.151	1.4313
Artemisia tridentata	1.362	0.9502
Bromus inermis	11.855	7.5473
Bromus inermis	10.303	6.1936
Bromus inermis	5.869	4.8238
Bromus inermis	6.55	4.9474
Bromus inermis	7.845	5.9935
Bromus inermis	11.173	7.2274
Bromus inermis	7.416	5.0678
Bromus inermis	7.44	5.2679
Bromus inermis	9.174	5.6674
Psilochenia occidentalis	19.916	14.5072
Psilochenia occidentalis	12.28	9.4197
Psilochenia occidentalis	20.519	15.1805
Psilochenia occidentalis	15.701	11.308
Psilochenia occidentalis	18.29	13.5576
Psilochenia occidentalis	29.877	9.2314
Psilochenia occidentalis	10.98	8.4839
Psilochenia occidentalis	9.58	6.6558
Psilochenia occidentalis	14.44	10.1899
Amelanchier utahensis	5.217	4.0457
Amelanchier utahensis	4.34	3.0682
Amelanchier utahensis	4.29	3.3653
Amelanchier utahensis	2.76	2.3477
Amelanchier utahensis	1.99	1.5763
Amelanchier utahensis	2.914	2.5252
Amelanchier utahensis	3.014	2.5458
Amelanchier utahensis	2.902	2.3413
Amelanchier utahensis	2.918	2.4393
Castilleja chromosa	3.98	2.2766
Castilleja chromosa	2.86	2.0039
Castilleja chromosa	NA	NA
Castilleja chromosa	3.87	2.362
Castilleja chromosa	2.885	1.7901
Castilleja chromosa	1.832	1.5512
Castilleja chromosa	2.107	1.3888
Castilleja chromosa	2.11	1.3914
Castilleja chromosa	1.501	1.0042
Valeriana occidentalis	8.107	4.9126
Valeriana occidentalis	8.092	4.6105
Valeriana occidentalis	7.751	4.3409
Valeriana occidentalis	8.572	5.8474
Valeriana occidentalis	8.98	5.5215
Valeriana occidentalis	8.551	5.6672
Valeriana occidentalis	8.732	5.3903
Valeriana occidentalis	7.643	4.0167
Valeriana occidentalis	8.807	5.9276
Thlaspi montanum	2.007	1.1181
Thlaspi montanum	2.908	1.835
Thlaspi montanum	3.061	1.672
Thlaspi montanum	3.017	1.6055
Thlaspi montanum	3.54	1.818
Thlaspi montanum	2.894	1.4335
Thlaspi montanum	3.777	1.6956
Thlaspi montanum	2.948	1.2034
Thlaspi montanum	2.171	1.1887
Lupinus bakeri	5.57	2.7629
Lupinus bakeri	2.915	2.3066
Lupinus bakeri	5.41	3.0988
Lupinus bakeri	6.141	3.8771
Lupinus bakeri	6.369	3.7328
Lupinus bakeri	2.601	1.752
Lupinus bakeri	6.384	3.7725
Lupinus bakeri	6.39	3.7819
Lupinus bakeri	7.393	4.8787
Geum triflorum	11.996	7.9416
Geum triflorum	5.933	4.2149
Geum triflorum	5.707	3.9088
Geum triflorum	5.704	3.9459
Geum triflorum	6.441	3.6958
Geum triflorum	5.57	3.3524
Geum triflorum	12.167	6.1038
Geum triflorum	17.287	9.9003
Geum triflorum	10.554	5.972
Delphinium nuttalianum	3.005	1.6915
Delphinium nuttalianum	2.997	1.541
Delphinium nuttalianum	1.727	0.7347
Delphinium nuttalianum	3.222	1.5289
Delphinium nuttalianum	5.36	2.8034
Delphinium nuttalianum	2.198	0.9533
Delphinium nuttalianum	5.645	2.0983
Delphinium nuttalianum	4.494	1.9235
Delphinium nuttalianum	11.557	4.8138
Senecio integerrimus	9.41	5.4088
Senecio integerrimus	14.51	10.0299
Senecio integerrimus	11.93	7.429
Senecio integerrimus	25.73	19.5606
Senecio integerrimus	9.629	6.2568
Senecio integerrimus	11.96	8.0227
Senecio integerrimus	13.09	8.9573
Senecio integerrimus	13.9	9.4841
Senecio integerrimus	5.69	3.3988
Chrysanthemum leucanthemum	1.87	1.1773
Chrysanthemum leucanthemum	2.87	1.7538
Chrysanthemum leucanthemum	1.28	0.7607
Chrysanthemum leucanthemum	0.97	0.8672
Chrysanthemum leucanthemum	1.48	1.1787
Chrysanthemum leucanthemum	1.31	0.7766
Chrysanthemum leucanthemum	2.97	1.9864
Chrysanthemum leucanthemum	2.33	2.0232
Chrysanthemum leucanthemum	3.37	2.4661
Valeriana edulis	17.04	13.8624
Valeriana edulis	27.25	21.4018
Valeriana edulis	18.73	15.2437
Valeriana edulis	30.77	22.8539
Valeriana edulis	26.5	20.0638
Valeriana edulis	25.23	19.9833
Valeriana edulis	23.47	18.559
Valeriana edulis	22.64	18.1763
Valeriana edulis	22.95	18.1565
Taraxacum officinale	7.87	5.8486
Taraxacum officinale	6.85	4.6334
Taraxacum officinale	5.52	4.0925
Taraxacum officinale	32.96	25.7443
Taraxacum officinale	17.31	13.4475
Taraxacum officinale	28.02	20.9473
Taraxacum officinale	19.58	14.0045
Taraxacum officinale	10.54	6.5619
Taraxacum officinale	9.02	5.7986
Pentaphylloides floribunda	1.16	1.2307
Pentaphylloides floribunda	2.63	2.1129
Pentaphylloides floribunda	2.35	2.1621
Pentaphylloides floribunda	1.26	1.2892
Pentaphylloides floribunda	1.14	1.1424
Pentaphylloides floribunda	1.17	1.4067
Pentaphylloides floribunda	2.93	1.427
Pentaphylloides floribunda	1.68	1.2601
Pentaphylloides floribunda	1.52	1.2728
Salix wolfii	1.83	1.2348
Salix wolfii	1.69	1.3747
Salix wolfii	1.76	1.532
Geranium viscossimum	25.97	19.7323
Geranium viscossimum	21.05	17.5053
Geranium viscossimum	29.79	23.391
Geranium viscossimum	28.87	20.3484
Geranium viscossimum	18.14	14.5523
Geranium viscossimum	33.6	24.8706
Geranium viscossimum	22.82	18.9935
Geranium viscossimum	35.89	25.5416
Geranium viscossimum	16.57	13.3694
Hymenoxys hoopesii	11.43	9.2549
Hymenoxys hoopesii	11.93	10.2804
Hymenoxys hoopesii	11.72	9.0402
Hymenoxys hoopesii	15.6	11.0467
Hymenoxys hoopesii	10.08	7.0131
Hymenoxys hoopesii	16.09	12.7086
Hymenoxys hoopesii	11.78	8.0218
Hymenoxys hoopesii	17.15	13.2213
Hymenoxys hoopesii	13.91	10.5064
Vicia americana	3.07	0.8262
Vicia americana	2.9	4.5247
Vicia americana	1.87	2.0305
Vicia americana	1.15	0.8915
Vicia americana	1.46	0.8881
Vicia americana	2.62	3.0588
Vicia americana	2.14	0.6676
Vicia americana	1.8	2.4176
Vicia americana	2.8	3.2191
Lathyrus lanzwertii	2.33	2.0133
Lathyrus lanzwertii	1.85	1.9101
Lathyrus lanzwertii	1.89	1.9799
Lathyrus lanzwertii	2.27	2.5345
Lathyrus lanzwertii	2.64	2.434
Lathyrus lanzwertii	2.8	2.6334
Lathyrus lanzwertii	2.96	2.7013
Lathyrus lanzwertii	2.34	2.4264
Lathyrus lanzwertii	2.89	2.7567
Erigeron speciosus	3.16	3.009
Erigeron speciosus	4.41	4.1297
Erigeron speciosus	3.04	2.6232
Erigeron speciosus	3.47	3.3173
Erigeron speciosus	3.13	2.952
Erigeron speciosus	4.37	4.7641
Erigeron speciosus	4.22	3.416
Erigeron speciosus	3.84	3.3999
Erigeron speciosus	2.77	1.6315
Potentilla gracilis	3.57	3.2332
Potentilla gracilis	3.93	3.1904
Potentilla gracilis	4.32	3.5002
Potentilla gracilis	3.96	3.0627
Potentilla gracilis	3.31	2.7661
Potentilla gracilis	2.47	1.9304
Potentilla gracilis	2.4	2.1052
Potentilla gracilis	2.2	2.1375
Potentilla gracilis	2.95	2.3488
Veratrum tenuipetalum	228.69	180.7216
Veratrum tenuipetalum	263.68	214.1512
Veratrum tenuipetalum	225.02	181.0988
Veratrum tenuipetalum	207.61	168.92
Veratrum tenuipetalum	279.72	231.8304
Veratrum tenuipetalum	209.84	167.0689
Veratrum tenuipetalum	297.41	278.0347
Veratrum tenuipetalum	387.53	226.7621
Veratrum tenuipetalum	448.72	307.9722
Erigonum umbellatum	0.99	0.872
Erigonum umbellatum	1.71	1.4036
Erigonum umbellatum	1.19	0.9985
Erigonum umbellatum	1.32	1.031
Erigonum umbellatum	1.36	1.1372
Erigonum umbellatum	1.67	1.3237
Erigonum umbellatum	2.74	2.3533
Erigonum umbellatum	2.21	1.756
Erigonum umbellatum	2.06	1.8424
Chrysothamnus parryi	1.59	1.1503
Chrysothamnus parryi	1.84	1.4126
Chrysothamnus parryi	2.55	1.9848
Chrysothamnus parryi	1.43	0.9788
Chrysothamnus parryi	1.15	0.7794
Chrysothamnus parryi	0.67	0.5629
Chrysothamnus parryi	3.179	2.5305
Chrysothamnus parryi	3.28	2.2404
Chrysothamnus parryi	3.093	1.9615
Achillea millefolia	5.04	3.7877
Achillea millefolia	5.84	4.5144
Achillea millefolia	8.49	6.0476
Achillea millefolia	5.74	4.7004
Achillea millefolia	2.79	2.1052
Achillea millefolia	3.97	3.1155
Achillea millefolia	11.06	8.5603
Achillea millefolia	12.17	9.7732
Achillea millefolia	4.8	3.4532
Bromus ciliatus	9.81	6.9309
Bromus ciliatus	9.57	7.181
Bromus ciliatus	5.14	4.0588
Bromus ciliatus	4.31	3.2597
Bromus ciliatus	4.69	3.5348
Bromus ciliatus	5.37	3.7703
Bromus ciliatus	5.77	3.835
Bromus ciliatus	3.98	2.9133
Bromus ciliatus	4.23	3.3621
Viola sororia	9.35	4.3602
Viola sororia	8.91	6.4376
Viola sororia	10.24	7.3303
Viola sororia	6.26	3.9171
Viola sororia	7.42	5.4473
Viola sororia	6.39	4.7593
Viola sororia	10.13	6.2044
Viola sororia	10.94	6.7562
Viola sororia	8.32	5.5017
Salix tallmorph	2.39	1.9661
Salix tallmorph	3	2.2896
Salix tallmorph	2.96	2.4917
Salix tallmorph	2.51	2.0244
Salix tallmorph	3.14	2.4943
Salix tallmorph	4.51	3.3444
Salix tallmorph	2.737	1.8014
Salix tallmorph	2.54	1.8748
Salix tallmorph	3.61	2.2333
Salix shortmorph	6.22	4.4027
Salix shortmorph	6.61	4.7099
Salix shortmorph	7.87	6.0484
Salix shortmorph	4.39	3.2808
Salix shortmorph	5.19	4.173
Salix shortmorph	3.87	2.9453
Salix shortmorph	3.2	2.3819
Salix shortmorph	3.19	2.5821
Salix shortmorph	3.09	2.2915
Erythronium grandiflorium	27.63	18.9335
Erythronium grandiflorium	21.5	16.5443
Erythronium grandiflorium	16.59	11.3595
Erythronium grandiflorium	20.36	13.8076
Erythronium grandiflorium	18.04	13.3137
Erythronium grandiflorium	26.2	18.5794
Ligusticum tenuifolium	2.45	1.0247
Ligusticum tenuifolium	5.64	3.1941
Ligusticum tenuifolium	2.55	1.5264
Ligusticum tenuifolium	4.01	1.5599
Ligusticum tenuifolium	3.7	1.8737
Ligusticum tenuifolium	4.6	2.2166
Ligusticum tenuifolium	3.13	1.8345
Ligusticum tenuifolium	5.37	2.7926
Ligusticum tenuifolium	3.23	2.0043
Hydrophyllum capitatum	5.29	3.4915
Hydrophyllum capitatum	4.02	2.1032
Hydrophyllum capitatum	7.55	4.8744
Hydrophyllum capitatum	1.88	0.9232
Hydrophyllum capitatum	4.05	2.0892
Hydrophyllum capitatum	5.97	3.4431
Hydrophyllum capitatum	8.14	4.7061
Hydrophyllum capitatum	7.56	3.2583
Hydrophyllum capitatum	6.68	2.5689
Aquilegia coerulea	7.29	3.3664
Aquilegia coerulea	9.08	5.2935
Aquilegia coerulea	5.34	3.1476
Aquilegia coerulea	8.62	5.5244
Aquilegia coerulea	7.95	4.1935
Aquilegia coerulea	7.95	3.8667
Aquilegia coerulea	7.54	4.1269
Aquilegia coerulea	6.61	4.1353
Aquilegia coerulea	8.16	3.7539
Ribes montigenum	4.92	3.145
Ribes montigenum	3.37	1.9162
Ribes montigenum	5.43	3.4545
Ribes montigenum	7.76	5.0557
Ribes montigenum	6.13	3.524
Ribes montigenum	4.88	3.193
Ribes montigenum	8.81	5.8554
Ribes montigenum	3.74	2.135
Ribes montigenum	4.22	2.8687
Corydalis caseana	4.23	2.2582
Corydalis caseana	3.97	2.9243
Corydalis caseana	6.95	4.1384
Corydalis caseana	3.75	1.8
Corydalis caseana	5.94	2.8444
Corydalis caseana	3.11	1.7666
Corydalis caseana	7.87	4.3296
Corydalis caseana	8.96	4.6008
Corydalis caseana	8.51	3.5976
Frasera speciosa	143.19	101.582
Frasera speciosa	132.17	87.5853
Frasera speciosa	146.11	91.7554
Frasera speciosa	189.15	89.3186
Frasera speciosa	105.6	66.8559
Frasera speciosa	143.26	70.3336
Frasera speciosa	153.16	72.4508
Frasera speciosa	155.86	91.9218
Frasera speciosa	116.61	55.9432
Osmorhiza occidentalis	18.49	7.1246
Osmorhiza occidentalis	16.74	9.4342
Osmorhiza occidentalis	19.8	11.3494
Osmorhiza occidentalis	23.43	14.9504
Osmorhiza occidentalis	12.67	8.6985
Osmorhiza occidentalis	21.89	13.139
Osmorhiza occidentalis	13.64	8.7133
Osmorhiza occidentalis	12.1	6.7454
Osmorhiza occidentalis	9.96	6.5494
Populus tremuloides	13.69	NA
Populus tremuloides	13.74	NA
Populus tremuloides	13.51	NA
Populus tremuloides	12.6	NA
Populus tremuloides	11.24	NA
Populus tremuloides	10.4	NA
Populus tremuloides	12.45	NA
Populus tremuloides	13.37	NA
Populus tremuloides	8.81	NA
Thalictrum fendleri	8.18	1.5162
Thalictrum fendleri	3.81	NA
Thalictrum fendleri	4.46	NA
Thalictrum fendleri	9.72	2.34
Thalictrum fendleri	7.57	2.4265
Thalictrum fendleri	8.18	2.9221
Thalictrum fendleri	13.53	3.491
Thalictrum fendleri	12.08	3.6829
Thalictrum fendleri	7.49	NA
Maianthemum racemosum	21.78	14.5853
Maianthemum racemosum	19.93	13.8663
Maianthemum racemosum	20.91	13.0705
Maianthemum racemosum	12.74	6.9051
Maianthemum racemosum	11.69	3.4946
Maianthemum racemosum	12.47	5.9003
Maianthemum racemosum	19.82	11.1316
Maianthemum racemosum	21.35	13.2469
Maianthemum racemosum	12.88	6.0272
Geranium richardsonii	60.47	16.4824
Geranium richardsonii	50.77	30.7786
Geranium richardsonii	54.82	26.1689
Geranium richardsonii	63.39	37.6483
Geranium richardsonii	43.01	24.4668
Geranium richardsonii	69.12	38.5659
Geranium richardsonii	70.65	36.0759
Geranium richardsonii	65.09	34.4615
Geranium richardsonii	75.54	36.9757
Epilobium angustifolium	7.88	2.0905
Epilobium angustifolium	3.05	1.921
Epilobium angustifolium	3.3	2.7737
Epilobium angustifolium	7.62	5.6825
Epilobium angustifolium	6.69	4.8773
Epilobium angustifolium	8.76	5.2483
Epilobium angustifolium	6.59	4.4945
Epilobium angustifolium	7.96	5.3438
Epilobium angustifolium	7.14	5.057
Heracleum sphondylium	87.23	NA
Heracleum sphondylium	95.24	NA
Heracleum sphondylium	45.57	NA
Heracleum sphondylium	67.62	NA
Heracleum sphondylium	28.09	18.9352
Heracleum sphondylium	27.93	19.0032
Heracleum sphondylium	180.001	NA
Heracleum sphondylium	79.04	NA
Heracleum sphondylium	100.37	NA
Mertensia fusiformis	21.45	13.5152
Mertensia fusiformis	22.13	12.961
Mertensia fusiformis	19.67	11.6563
Mertensia fusiformis	29.27	18.5467
Mertensia fusiformis	26.59	16.6377
Mertensia fusiformis	27.96	15.0403
Mertensia fusiformis	21.68	12.1544
Mertensia fusiformis	29.79	13.3851
Mertensia fusiformis	24.54	16.3793
Sedum rosea	1.6	1.1357
Sedum rosea	1.57	1.2242
Sedum rosea	1.84	0.9434
Sedum rosea	2.48	1.9893
Sedum rosea	2.59	1.4043
Sedum rosea	2.36	1.7033
Sedum rosea	2.56	1.8272
Sedum rosea	2.4	1.8166
Sedum rosea	2.41	1.8604
Sambucus racemosa	14.12	10.0082
Sambucus racemosa	10.97	7.7048
Sambucus racemosa	9.59	6.7512
Sambucus racemosa	5.69	4.034
Sambucus racemosa	4.74	3.3543
Sambucus racemosa	5.99	4.2048
Sambucus racemosa	11.67	8.214
Sambucus racemosa	13.51	9.5505
Sambucus racemosa	14.68	11.1099
Pedicularis bracteosa	2.52	1.5514
Pedicularis bracteosa	2.16	1.4971
Pedicularis bracteosa	2.26	1.6531
Pedicularis bracteosa	1.76	1.2151
Pedicularis bracteosa	1.47	1.1298
Pedicularis bracteosa	1.52	1.1596
Pedicularis bracteosa	2.24	1.3482
Pedicularis bracteosa	1.32	1.0178
Pedicularis bracteosa	2.18	1.7017
Carex aquatilis	13.27	10.878
Carex aquatilis	10.74	2.9887
Carex aquatilis	12.89	3.8251
Carex aquatilis	13.39	4.919
Carex aquatilis	18.65	9.7201
Carex aquatilis	15.52	4.6062
Carex aquatilis	11.69	5.1671
Carex aquatilis	13.65	5.8538
Carex aquatilis	7.69	4.4806
Bromus inermis	10.05	9.6855
Bromus inermis	7.62	6.7627
Bromus inermis	9.54	8.3386
Bromus inermis	14.87	11.022
Bromus inermis	14.43	12.6465
Bromus inermis	13.5	12.0183
Bromus inermis	13.96	10.7887
Bromus inermis	12.37	7.1416
Bromus inermis	15.5	11.2331
Fragaria virginiana	4.94	3.3027
Fragaria virginiana	6.34	4.4291
Fragaria virginiana	4.35	3.1661
Fragaria virginiana	7.07	5.1556
Fragaria virginiana	6.92	5.0452
Fragaria virginiana	6.92	5.0158
Fragaria virginiana	7.28	5.4169
Fragaria virginiana	6.99	5.6727
Fragaria virginiana	5.34	3.7915
Arnica cordifolia	10.86	7.2535
Arnica cordifolia	12.26	7.3626
Arnica cordifolia	9.82	6.0755
Arnica cordifolia	11.25	5.8683
Arnica cordifolia	10.97	6.7491
Arnica cordifolia	8.91	5.8451
Arnica cordifolia	21.58	12.8755
Arnica cordifolia	21.97	12.7331
Arnica cordifolia	13.9	8.3272
Polemonium foliosissimum	7.26	5.0324
Polemonium foliosissimum	9.68	6.3752
Polemonium foliosissimum	14.47	8.8711
Polemonium foliosissimum	9.47	5.8992
Polemonium foliosissimum	11.37	7.5258
Polemonium foliosissimum	5.54	3.6619
Polemonium foliosissimum	11.4	7.3024
Polemonium foliosissimum	9.24	5.7373
Polemonium foliosissimum	14.99	9.3659
Mahonia repens	23.5	21.5391
Mahonia repens	10.51	9.4173
Mahonia repens	10.3	9.5232
Mahonia repens	12.07	11.1454
Mahonia repens	10.53	9.7274
Mahonia repens	8.83	8.1902
Mahonia repens	14.56	13.4045
Mahonia repens	14.34	13.295
Mahonia repens	14.29	12.9539
Rubus idaeus	20.93	16.1099
Rubus idaeus	14.26	10.5355
Rubus idaeus	13.56	9.7689
Rubus idaeus	14.23	10.213
Rubus idaeus	15.13	11.27
Rubus idaeus	11.37	8.3138
Rubus idaeus	14.25	10.0751
Rubus idaeus	14.87	10.869
Rubus idaeus	12	8.7436
Paxistima myrsinites	2.6	2.3858
Paxistima myrsinites	2.4	2.2258
Paxistima myrsinites	3.01	2.7631
Paxistima myrsinites	3.64	3.2755
Paxistima myrsinites	2.98	2.733
Paxistima myrsinites	2.26	2.0376
Paxistima myrsinites	2.41	2.1905
Paxistima myrsinites	3.19	2.9305
Paxistima myrsinites	3.07	2.7768
Loniceria involucrata	40.6	26.0921
Loniceria involucrata	55.28	40.6125
Loniceria involucrata	27.81	19.1329
Loniceria involucrata	26.25	16.1046
Loniceria involucrata	21.33	14.258
Loniceria involucrata	29.65	19.3359
Loniceria involucrata	39.21	29.37
Loniceria involucrata	35.44	25.0638
Loniceria involucrata	24.31	17.0928
Artemisia frigida	2.64	1.9933
Artemisia frigida	2.48	1.8872
Artemisia frigida	2.51	1.968
Artemisia frigida	1.83	1.5823
Artemisia frigida	1.98	1.4999
Artemisia frigida	2.4	1.7778
Artemisia frigida	3.27	2.4855
Artemisia frigida	2.71	2.1379
Artemisia frigida	1.47	0.9903
Trifolium repens	4.44	3.1
Trifolium repens	2.28	1.3299
Trifolium repens	1.67	1.4085
Trifolium repens	1.95	1.3954
Trifolium repens	1.63	1.1609
Trifolium repens	1.39	1.1726
Trifolium repens	3.2	2.4875
Trifolium repens	2.73	1.9409
Trifolium repens	3.44	2.2358
Epilobium angustifolium	30.78	23.5412
Epilobium angustifolium	31.09	23.6215
Epilobium angustifolium	28.48	21.1414
Epilobium angustifolium	25.4	19.3375
Epilobium angustifolium	29.23	21.7386
Epilobium angustifolium	24.07	18.3906
Epilobium angustifolium	12.57	9.932
Epilobium angustifolium	18.56	14.3818
Epilobium angustifolium	15.05	11.5804
Carex engelmannii	5.89	5.6502
Carex engelmannii	5.73	5.0986
Carex engelmannii	5.11	5.8249
Carex engelmannii	5.83	6.0659
Carex engelmannii	9.65	7.6178
Carex engelmannii	6.54	4.3036
Carex engelmannii	5.61	5.5535
Carex engelmannii	5.86	4.3771
Carex engelmannii	8.07	6.2101
Streptopus amplexifolius	29.1	24.3458
Streptopus amplexifolius	33.37	26.4822
Streptopus amplexifolius	17.75	14.5425
Streptopus amplexifolius	50.62	43.4208
Streptopus amplexifolius	45.18	36.7866
Streptopus amplexifolius	61.18	49.1076
Streptopus amplexifolius	26.2	20.894
Streptopus amplexifolius	25.2	20.3405
Streptopus amplexifolius	26.41	20.5844
Juncus longistylis	4.96	2.1703
Juncus longistylis	4	3.9915
Juncus longistylis	4.07	3.8294
Juncus longistylis	6.11	5.6758
Juncus longistylis	4.72	4.5467
Juncus longistylis	5.26	4.6996
Juncus longistylis	7.52	6.8205
Juncus longistylis	6.63	6.0048
Juncus longistylis	7.14	6.7398
Rumex densiflorus	140.08	NA
Rumex densiflorus	52.13	29.4669
Rumex densiflorus	53.85	28.8645
Rumex densiflorus	64.46	41.3003
Rumex densiflorus	118.75	39.8814
Rumex densiflorus	137.9	NA
Rumex densiflorus	59.02	37.3556
Rumex densiflorus	90.65	58.8667
Rumex densiflorus	54.4	37.1386
Gentiana affinis	2.76	1.7941
Gentiana affinis	2.29	1.3532
Gentiana affinis	2.6	1.367
Gentiana affinis	3.49	2.2817
Gentiana affinis	3.66	2.4125
Gentiana affinis	3.46	2.2954
Gentiana affinis	4.21	2.835
Gentiana affinis	3.72	2.7929
Gentiana affinis	2.86	2.0923
Erigeron sp2	8.32	5.9114
Erigeron sp2	10.05	7.3545
Erigeron sp2	10.43	7.3952
Erigeron sp2	13.71	9.6573
Erigeron sp2	13.33	9.6393
Erigeron sp2	17.82	12.2812
Erigeron sp2	8.74	6.1167
Erigeron sp2	7.73	5.3586
Erigeron sp2	10.3	7.4073
Heterotheca villosa	2	1.3997
Heterotheca villosa	1.89	1.2917
Heterotheca villosa	1.86	1.3343
Heterotheca villosa	1.16	0.7235
Heterotheca villosa	1.92	1.2389
Heterotheca villosa	1.24	0.8814
Heterotheca villosa	2.03	1.3449
Heterotheca villosa	1.43	0.9354
Heterotheca villosa	1.72	1.0535
Populus tremuloides	35.818	28.231
Populus tremuloides	21.033	16.8787
Populus tremuloides	30.97	25.6917
Populus tremuloides	27.915	23.2936
Populus tremuloides	23.247	19.434
Populus tremuloides	18.75	15.313
Populus tremuloides	35.224	32.25
Populus tremuloides	13.843	11.3127
Populus tremuloides	30.005	22.8309
Populus tremuloides	31.218	27.1197
Populus tremuloides	30.109	25.973
Populus tremuloides	11.07	10.1423
Populus tremuloides	26.851	23.854
Populus tremuloides	20.732	18.1569
Populus tremuloides	29.813	26.5511
Populus tremuloides	15.632	13.5886
Populus tremuloides	31.184	27.3817
Populus tremuloides	24.288	21.678
Populus tremuloides	25.159	22.3168
Populus tremuloides	15.239	14.1072
Populus tremuloides	19.658	18.1287
Populus tremuloides	11.501	10.2914
Populus tremuloides	15.932	14.3236
Populus tremuloides	26.556	23.7508
Populus tremuloides	24.906	22.5105
Populus tremuloides	18.514	16.6824
Populus tremuloides	20.542	18.8906
Populus tremuloides	16.649	14.8922
Populus tremuloides	20.353	18.0041
Populus tremuloides	20.739	18.8012
Populus tremuloides	19.186	17.2702
Populus tremuloides	17.223	15.665
Populus tremuloides	24.682	21.921
Populus tremuloides	20.498	18.2347
Populus tremuloides	26.761	24.2289
Populus tremuloides	17.331	15.4498
Populus tremuloides	16.876	15.171
Populus tremuloides	17.506	15.6234
Populus tremuloides	15.034	13.7024
Populus tremuloides	21.431	18.5596
Populus tremuloides	21.666	19.9828
Populus tremuloides	12.076	11.1852
Populus tremuloides	12.316	11.4433
Populus tremuloides	28.733	25.8341
Populus tremuloides	21.469	19.1349
Populus tremuloides	19.696	17.8673
Populus tremuloides	24.801	22.2773
Populus tremuloides	26.456	24.2564
Populus tremuloides	22.054	21.2723
Populus tremuloides	15.815	14.3325
Populus tremuloides	18.085	16.2547
Populus tremuloides	22.835	19.8764
Populus tremuloides	18.58	16.0142
Populus tremuloides	16.529	14.2002
Populus tremuloides	12.568	11.2888
Populus tremuloides	16.624	14.1159
Populus tremuloides	14.034	12.3357
Populus tremuloides	13.68	12.224
Populus tremuloides	12.748	11.0125
Populus tremuloides	15.365	13.922
Populus tremuloides	8.69	7.4748
Populus tremuloides	10.14	8.8874
Populus tremuloides	9.06	8.1145
Populus tremuloides	8.76	7.7962
Populus tremuloides	9.11	8.0797
Populus tremuloides	10.04	8.9342
Populus tremuloides	9.4	8.4431
Populus tremuloides	8.44	7.4436
Populus tremuloides	8.67	7.6029
Populus tremuloides	7.26	6.4624
Populus tremuloides	9.73	8.3742
Populus tremuloides	10.06	8.5629
Populus tremuloides	11.04	9.5192
Populus tremuloides	13.11	11.4413
Populus tremuloides	11.42	9.8685
Populus tremuloides	14.66	12.5711
Populus tremuloides	11.38	9.7347
Populus tremuloides	14.26	12.3953
Populus tremuloides	11.83	9.8415
Populus tremuloides	9.84	7.4388
Populus tremuloides	11.47	10.0838
Populus tremuloides	10.93	9.6789
Populus tremuloides	10.52	9.1779
Populus tremuloides	9.15	8.1185
Populus tremuloides	9.05	7.7624
Populus tremuloides	9.6	8.0948
Populus tremuloides	9.45	8.0324
Populus tremuloides	8.96	7.7904
Populus tremuloides	9.22	7.992
Populus tremuloides	6.36	5.3852
Populus tremuloides	10.08	8.4672
Populus tremuloides	9.58	8.2088
Populus tremuloides	13.34	11.3724
Populus tremuloides	12.42	10.5696
Populus tremuloides	11.31	9.7332
Populus tremuloides	13.57	11.7248
Populus tremuloides	15.04	12.6892
Populus tremuloides	13.22	11.0892
Populus tremuloides	14.51	12.3456
Populus tremuloides	12.67	10.3932
Populus tremuloides	9.27	8.12
Populus tremuloides	8.22	7.1504
Populus tremuloides	7.78	6.7852
Populus tremuloides	9.48	8.3844
Populus tremuloides	9.39	8.0952
Populus tremuloides	8.74	7.576
Populus tremuloides	8.95	7.882
Populus tremuloides	9.12	7.8656
Populus tremuloides	9.88	8.4948
Populus tremuloides	9.73	8.2312
Populus tremuloides	10.62	9.3424
Populus tremuloides	13.05	7.3196
Populus tremuloides	13.65	6.88
Populus tremuloides	12.29	10.8236
Populus tremuloides	9.23	7.8924
Populus tremuloides	9.72	8.1748
Populus tremuloides	12.49	10.6508
Populus tremuloides	13.6	11.7576
Populus tremuloides	11.99	10.4652
Populus tremuloides	12.36	10.7052
Populus tremuloides	12.73	11.3528
Populus tremuloides	10.57	9.33
Populus tremuloides	10.04	8.9916
Populus tremuloides	8.87	7.8474
Populus tremuloides	12.15	8.1664
Populus tremuloides	12.19	10.356
Populus tremuloides	9.41	8.4849
Populus tremuloides	7.75	7.1064
Populus tremuloides	8.14	7.1375
Populus tremuloides	7.98	7.4181
Populus tremuloides	11.25	9.2546
Populus tremuloides	9.21	8.4564
Populus tremuloides	10.62	7.0098
Populus tremuloides	9.93	7.6874
Populus tremuloides	7.88	7.0397
Populus tremuloides	8.33	7.3677
Populus tremuloides	8.46	7.2634
Populus tremuloides	8.75	7.9763
